a,b,c,d,e,f,g,h,i,j,k,l,m,Time
-44.0,-56.0,1184.0,-41.0,-484.0,-213.0,0.0,0.0,3.4820624999999996,-12.079375000000002,10198.0,2535.0,1425127541.598002,3.874269962310791
-32.0,-28.0,1148.0,-36.0,-478.0,-206.0,0.0,9.020812500000002,1.1195624999999998,-6.418125000000002,10197.0,2535.0,1425127541.825699,4.101967096328735
-28.0,-44.0,1124.0,-29.0,-483.0,-212.0,0.0,7.489562500000001,-2.8704375000000013,-6.689375000000002,10196.0,2535.0,1425127542.053323,4.3295910358428955
-16.0,32.0,1180.0,-31.0,-484.0,-215.0,0.0,0.0,1.3995624999999992,-3.408125000000001,10196.0,2535.0,1425127542.280947,4.557214975357056
-4.0,-16.0,1156.0,-30.0,-481.0,-195.0,0.0,0.0,-2.3891875000000002,-3.626875000000001,10196.0,2535.0,1425127542.508647,4.784914970397949
0.0,-24.0,1144.0,-31.0,-484.0,-193.0,0.0,7.1133125,0.0,-4.178125000000001,10195.0,2535.0,1425127542.737237,5.013504981994629
-16.0,-4.0,1164.0,-24.0,-485.0,-196.0,0.0,0.0,2.4058124999999997,-17.040625000000002,10196.0,2535.0,1425127542.964784,5.241051912307739
-20.0,-32.0,1172.0,-12.0,-488.0,-189.0,0.0,0.0,2.8520624999999997,-3.005625000000001,10198.0,2535.0,1425127543.192434,5.468702077865601
-28.0,-4.0,1164.0,7.0,-484.0,-179.0,0.0,0.0,2.6595625,-1.2031250000000009,10200.0,2535.0,1425127543.421826,5.698093891143799
-48.0,-16.0,1156.0,14.0,-491.0,-184.0,0.0,0.0,3.4383124999999994,0.8793749999999996,10199.0,2535.0,1425127543.650144,5.926412105560303
-68.0,4.0,1144.0,31.0,-486.0,-188.0,0.0,4.7770624999999995,3.6570624999999994,2.6293749999999996,10199.0,2535.0,1425127543.877835,6.15410304069519
-40.0,32.0,1192.0,32.0,-479.0,-189.0,0.0,0.0,0.7783124999999993,-2.323125000000001,10197.0,2536.0,1425127544.105499,6.38176703453064
-44.0,-28.0,1160.0,25.0,-496.0,-193.0,0.0,5.477062500000001,1.1458125,-4.8518750000000015,10198.0,2536.0,1425127544.340134,6.61640191078186
-4.0,-44.0,1164.0,8.0,-497.0,-208.0,0.0,0.0,-1.4791875,-0.5468750000000009,10193.0,2535.0,1425127544.56701,6.843277931213379
-8.0,-24.0,1152.0,14.0,-471.0,-203.0,0.0,0.0,-2.4066875000000003,3.416874999999999,10195.0,2536.0,1425127544.793752,7.070019960403442
0.0,-20.0,1180.0,8.0,-476.0,-194.0,0.0,-4.926687500000001,-2.397937500000001,1.5618749999999988,10197.0,2536.0,1425127545.020753,7.29702091217041
-28.0,48.0,1172.0,-11.0,-488.0,-182.0,0.0,0.0,0.0,2.734375,10194.0,2536.0,1425127545.247264,7.523531913757324
-16.0,-12.0,1160.0,-18.0,-492.0,-194.0,0.0,12.8270625,0.8220624999999995,6.190624999999999,10194.0,2536.0,1425127545.4744,7.750668048858643
-20.0,-8.0,1148.0,-2.0,-481.0,-214.0,0.0,0.0,0.0,9.961875,10198.0,2536.0,1425127545.701146,7.977413892745972
-8.0,-28.0,1140.0,-5.0,-490.0,-186.0,0.0,-7.437937500000001,3.2895624999999997,11.256875,10195.0,2536.0,1425127545.928408,8.204675912857056
0.0,-60.0,1160.0,-2.0,-493.0,-174.0,0.0,5.3895625,0.8570624999999996,-4.904375000000002,10197.0,2536.0,1425127546.153798,8.430066108703613
-8.0,-80.0,1128.0,13.0,-491.0,-157.0,0.0,5.8358125,0.0,14.039375,10196.0,2536.0,1425127546.38777,8.664037942886353
-36.0,-32.0,1180.0,23.0,-507.0,-160.0,0.0,8.1020625,1.0495624999999995,11.344375,10195.0,2536.0,1425127546.614505,8.890773057937622
-48.0,8.0,1172.0,19.0,-511.0,-160.0,0.0,7.3845625,0.0,7.345625,10196.0,2536.0,1425127546.841325,9.117593050003052
-44.0,4.0,1168.0,18.0,-512.0,-162.0,0.0,0.0,0.0,4.248125,10194.0,2536.0,1425127547.068425,9.344692945480347
-44.0,-64.0,1164.0,28.0,-515.0,-139.0,0.0,-7.927937500000001,0.717062499999999,0.6168749999999985,10194.0,2536.0,1425127547.295179,9.571446895599365
-12.0,-84.0,1136.0,20.0,-513.0,-126.0,0.0,0.0,1.3733125,-4.536875000000002,10197.0,2536.0,1425127547.52253,9.798798084259033
-8.0,-80.0,1156.0,12.0,-516.0,-131.0,0.0,9.7645625,-2.529187500000001,-12.849375000000002,10195.0,2536.0,1425127547.749272,10.025540113449097
-8.0,-60.0,1160.0,0.0,-517.0,-155.0,0.0,9.677062500000002,0.0,-14.476875000000003,10197.0,2536.0,1425127547.976122,10.252389907836914
-36.0,-16.0,1180.0,3.0,-513.0,-168.0,0.0,0.0,3.0533124999999997,-15.203125000000004,10196.0,2537.0,1425127548.203111,10.479378938674927
4.0,-40.0,1164.0,4.0,-511.0,-161.0,0.0,0.0,2.3358124999999994,-21.100625,10196.0,2537.0,1425127548.430031,10.706299066543579
-28.0,-68.0,1168.0,12.0,-521.0,-160.0,0.0,0.0,2.3620624999999995,-23.716875,10197.0,2536.0,1425127548.65718,10.933448076248169
-24.0,-72.0,1120.0,10.0,-524.0,-174.0,0.0,5.4508125,0.0,14.065625,10196.0,2537.0,1425127548.883635,11.159903049468994
-64.0,-40.0,1160.0,-16.0,-475.0,-186.0,0.0,11.392062500000002,0.0,-23.463125000000005,10194.0,2537.0,1425127549.116501,11.39276909828186
-24.0,-32.0,1128.0,-22.0,-514.0,-216.0,0.0,7.4108125000000005,-2.3716875,-15.623125000000002,10197.0,2537.0,1425127549.343173,11.619441032409668
-12.0,-20.0,1136.0,-31.0,-504.0,-213.0,0.0,-5.031687500000001,-2.2229375000000005,-6.838125000000002,10196.0,2537.0,1425127549.570044,11.846312046051025
-16.0,-36.0,1128.0,-30.0,-508.0,-190.0,0.0,-4.795437500000001,1.3295624999999998,-1.3431250000000015,10193.0,2537.0,1425127549.79723,12.073498010635376
-16.0,-44.0,1156.0,-31.0,-505.0,-190.0,0.0,5.5645625,-2.4416875000000005,3.548124999999999,10194.0,2537.0,1425127550.024221,12.300488948822021
-20.0,-28.0,1196.0,-29.0,-512.0,-194.0,0.0,10.6133125,2.9745624999999993,8.238125,10195.0,2537.0,1425127550.250988,12.52725601196289
-24.0,-8.0,1160.0,-26.0,-514.0,-192.0,0.0,0.0,3.1233125,12.586875,10195.0,2537.0,1425127550.477596,12.753864049911499
-16.0,-68.0,1144.0,-18.0,-505.0,-168.0,0.0,-4.4191875000000005,3.2895624999999997,15.815625,10199.0,2537.0,1425127550.70467,12.980937957763672
-28.0,-68.0,1160.0,-9.0,-497.0,-140.0,0.0,0.0,0.0,18.580625,10196.0,2537.0,1425127550.931628,13.207895994186401
-40.0,-36.0,1152.0,2.0,-519.0,-124.0,0.0,7.5770625,-0.6916875000000005,22.150625,10195.0,2537.0,1425127551.158355,13.434623003005981
-12.0,-8.0,1144.0,7.0,-512.0,-123.0,0.0,7.472062500000001,0.0,24.093125000000004,10199.0,2537.0,1425127551.385065,13.661333084106445
-8.0,-8.0,1164.0,25.0,-506.0,-116.0,0.0,0.0,0.0,26.061875000000004,10199.0,2537.0,1425127551.612865,13.889132976531982
-48.0,-12.0,1148.0,35.0,-499.0,-99.0,0.0,0.0,0.0,28.371875,10197.0,2537.0,1425127551.840171,14.1164391040802
-40.0,-40.0,1148.0,62.0,-523.0,-88.0,0.0,0.0,0.0,30.629375,10201.0,2537.0,1425127552.066846,14.343113899230957
-56.0,-48.0,1164.0,74.0,-513.0,-65.0,0.0,11.2695625,0.0,-23.463125000000005,10198.0,2538.0,1425127552.292459,14.568727016448975
-68.0,-56.0,1176.0,108.0,-512.0,-65.0,0.0,0.0,-2.8529375000000012,29.701875000000005,10201.0,2538.0,1425127552.526647,14.802915096282959
-84.0,-16.0,1164.0,131.0,-527.0,-54.0,0.0,-6.107937500000001,0.0,23.445625,10199.0,2538.0,1425127552.753282,15.029550075531006
-44.0,-100.0,1128.0,151.0,-529.0,-33.0,0.0,0.0,-2.4154375000000012,14.660625,10202.0,2538.0,1425127552.980191,15.25645899772644
-44.0,-44.0,1136.0,160.0,-530.0,-35.0,0.0,5.1708125,-1.9341875000000002,5.945625,10198.0,2538.0,1425127553.207072,15.48334002494812
-28.0,-24.0,1120.0,151.0,-528.0,-53.0,0.0,8.110812500000002,-2.327937500000001,-0.4593750000000014,10200.0,2538.0,1425127553.442434,15.7187020778656
-16.0,-24.0,1136.0,155.0,-535.0,-51.0,0.0,0.0,-2.144187500000001,-5.823125000000001,10198.0,2538.0,1425127553.669489,15.945756912231445
-24.0,-56.0,1160.0,149.0,-524.0,-36.0,0.0,-5.407937500000001,-2.782937500000001,-13.715625000000003,10199.0,2538.0,1425127553.896272,16.172539949417114
-20.0,-56.0,1144.0,143.0,-530.0,-39.0,0.0,0.0,0.0,-19.341875,10198.0,2538.0,1425127554.123028,16.399296045303345
-24.0,-40.0,1160.0,134.0,-536.0,-39.0,0.0,7.2708125,0.0,-19.858125,10196.0,2538.0,1425127554.350235,16.626502990722656
-16.0,-32.0,1120.0,123.0,-526.0,-57.0,0.0,8.5920625,0.0,-25.195625000000003,10196.0,2538.0,1425127554.577907,16.854175090789795
4.0,-36.0,1152.0,106.0,-531.0,-65.0,0.0,5.2845625,1.2945624999999996,-28.083125000000003,10194.0,2538.0,1425127554.804644,17.080912113189697
8.0,8.0,1168.0,101.0,-525.0,-74.0,0.0,0.0,3.6220625,-30.051875000000003,10196.0,2538.0,1425127555.031509,17.307776927947998
-8.0,-4.0,1128.0,94.0,-527.0,-70.0,0.0,-6.4141875000000015,3.5345625,-32.370625000000004,10196.0,2538.0,1425127555.258318,17.53458595275879
0.0,-28.0,1132.0,76.0,-520.0,-66.0,0.0,0.0,0.0,-35.170625,10194.0,2538.0,1425127555.485381,17.761648893356323
-12.0,-40.0,1156.0,62.0,-526.0,-80.0,0.0,6.8508125,0.0,-37.14812500000001,10195.0,2538.0,1425127555.712427,17.98869490623474
-8.0,-4.0,1136.0,55.0,-519.0,-99.0,0.0,0.0,-2.8529375000000012,29.798125000000002,10196.0,2538.0,1425127555.939846,18.216114044189453
-4.0,-36.0,1152.0,27.0,-498.0,-111.0,0.0,5.9058125,2.9133125,-37.22687500000001,10195.0,2538.0,1425127556.174157,18.450424909591675
-24.0,12.0,1128.0,16.0,-510.0,-135.0,0.0,0.0,0.0,-29.964375000000004,10196.0,2539.0,1425127556.400696,18.676964044570923
-24.0,-8.0,1148.0,-14.0,-511.0,-115.0,0.0,-7.796687500000002,0.0,-20.129375000000003,10196.0,2538.0,1425127556.627241,18.90350890159607
-12.0,-88.0,1148.0,9.0,-505.0,-120.0,0.0,0.0,3.0970625,-13.453125000000004,10193.0,2539.0,1425127556.854117,19.130384922027588
-56.0,-52.0,1148.0,10.0,-500.0,-127.0,0.0,11.0070625,1.163312499999999,-5.928125000000001,10196.0,2539.0,1425127557.080926,19.35719394683838
-16.0,-32.0,1160.0,6.0,-511.0,-137.0,0.0,11.094562500000002,0.0,-2.2356250000000015,10196.0,2539.0,1425127557.3076,19.5838680267334
-20.0,20.0,1176.0,10.0,-506.0,-145.0,0.0,-6.204187500000001,1.1895624999999992,2.016874999999999,10195.0,2539.0,1425127557.534976,19.811244010925293
0.0,-16.0,1176.0,9.0,-512.0,-125.0,0.0,-7.892937500000001,-2.6079375000000002,5.901874999999999,10197.0,2539.0,1425127557.764251,20.04051899909973
-12.0,-40.0,1128.0,10.0,-508.0,-108.0,0.0,0.0,1.2420624999999994,9.148125,10196.0,2539.0,1425127557.991055,20.26732301712036
-32.0,4.0,1140.0,21.0,-492.0,-105.0,0.0,10.140812500000001,0.0,12.691875,10199.0,2539.0,1425127558.218204,20.49447202682495
-32.0,0.0,1180.0,23.0,-515.0,-113.0,0.0,6.0720625,2.6945625,15.430625,10195.0,2539.0,1425127558.444948,20.721215963363647
-28.0,8.0,1168.0,40.0,-517.0,-101.0,0.0,0.0,0.0,19.718125,10196.0,2539.0,1425127558.671546,20.947813987731934
4.0,16.0,1180.0,60.0,-515.0,-89.0,0.0,0.0,0.0,22.570625,10197.0,2539.0,1425127558.898704,21.17497205734253
-28.0,-48.0,1172.0,67.0,-516.0,-66.0,0.0,4.5145625,-2.8704375000000013,25.440625,10197.0,2539.0,1425127559.125947,21.402215003967285
-28.0,-40.0,1160.0,84.0,-506.0,-70.0,0.0,0.0,0.9270624999999999,28.065625,10197.0,2540.0,1425127559.353205,21.629472970962524
4.0,-64.0,1144.0,108.0,-516.0,-58.0,0.0,0.0,0.0,29.561875000000004,10197.0,2539.0,1425127559.580418,21.856686115264893
-12.0,-8.0,1184.0,124.0,-508.0,-55.0,0.0,0.0,0.8570624999999996,30.471875,10199.0,2540.0,1425127559.807121,22.083389043807983
-12.0,-36.0,1104.0,153.0,-501.0,-64.0,0.0,4.6808125,0.0,31.451875000000005,10200.0,2540.0,1425127560.034166,22.310434103012085
-48.0,-72.0,1144.0,167.0,-509.0,-52.0,0.0,0.0,3.4908124999999997,30.996875,10199.0,2540.0,1425127560.261096,22.53736400604248
-60.0,-72.0,1196.0,200.0,-517.0,-56.0,0.0,0.0,0.0,32.423125,10202.0,2540.0,1425127560.488158,22.7644259929657
-36.0,-68.0,1140.0,209.0,-513.0,-57.0,0.0,0.0,1.1895624999999992,33.779375,10200.0,2540.0,1425127560.715222,22.99148988723755
-48.0,-72.0,1144.0,238.0,-518.0,-79.0,0.0,6.2733125,2.8345624999999997,-37.139375,10202.0,2540.0,1425127560.943,23.219268083572388
-48.0,-12.0,1184.0,261.0,-516.0,-99.0,0.0,4.5933125,1.163312499999999,31.985625000000002,10201.0,2540.0,1425127561.176367,23.452635049819946
-56.0,-36.0,1136.0,288.0,-525.0,-115.0,0.0,0.0,0.8920624999999998,24.513125,10203.0,2540.0,1425127561.403645,23.67991304397583
-52.0,-88.0,1176.0,294.0,-524.0,-119.0,0.0,0.0,1.1808124999999992,16.139375,10201.0,2540.0,1425127561.630498,23.906765937805176
-76.0,-4.0,1152.0,299.0,-527.0,-117.0,0.0,0.0,0.9883124999999993,7.433125,10204.0,2540.0,1425127561.857383,24.1336510181427
-52.0,-64.0,1124.0,299.0,-523.0,-132.0,0.0,7.3145625,-2.564187500000001,0.6868749999999988,10205.0,2540.0,1425127562.084486,24.360754013061523
-60.0,-16.0,1132.0,299.0,-528.0,-143.0,0.0,5.8183125,0.9970624999999993,-6.313125000000001,10201.0,2540.0,1425127562.311166,24.58743405342102
-68.0,-84.0,1200.0,292.0,-530.0,-135.0,0.0,0.0,-2.966687500000001,-14.573125000000003,10201.0,2540.0,1425127562.537936,24.81420397758484
-68.0,-52.0,1168.0,280.0,-518.0,-116.0,0.0,0.0,1.2070624999999993,-15.876875000000002,10203.0,2540.0,1425127562.764807,25.041074991226196
-48.0,-8.0,1172.0,277.0,-517.0,-129.0,0.0,5.4245625,-2.091687500000001,-18.116875,10197.0,2540.0,1425127562.991605,25.26787304878235
-16.0,-12.0,1140.0,266.0,-519.0,-123.0,0.0,6.5970625,-2.0741875000000007,-20.558125000000004,10196.0,2541.0,1425127563.218416,25.494683980941772
-20.0,-24.0,1180.0,256.0,-530.0,-129.0,0.0,6.2645625,1.3295624999999998,-23.891875000000006,10194.0,2541.0,1425127563.448651,25.724919080734253
-4.0,-4.0,1164.0,259.0,-529.0,-123.0,0.0,0.0,0.8133124999999994,-25.755625000000002,10195.0,2541.0,1425127563.675322,25.951590061187744
-8.0,20.0,1160.0,249.0,-529.0,-119.0,0.0,0.0,0.8745624999999997,-24.259375000000006,10194.0,2541.0,1425127563.902142,26.178410053253174
-4.0,-60.0,1116.0,234.0,-520.0,-103.0,0.0,0.0,3.0270624999999995,-27.295625000000005,10195.0,2541.0,1425127564.128774,26.405041933059692
4.0,-24.0,1180.0,231.0,-535.0,-92.0,0.0,0.0,2.6508125,-30.611875000000005,10194.0,2540.0,1425127564.355316,26.63158392906189
8.0,-40.0,1148.0,227.0,-522.0,-86.0,0.0,5.1883125,2.5545624999999994,-33.026875000000004,10194.0,2541.0,1425127564.582562,26.858829975128174
-36.0,-52.0,1140.0,217.0,-526.0,-89.0,0.0,0.0,3.7008124999999996,-31.688125000000003,10195.0,2541.0,1425127564.809341,27.085608959197998
4.0,-4.0,1156.0,210.0,-528.0,-86.0,0.0,0.0,0.0,-31.110625000000002,10194.0,2541.0,1425127565.036615,27.312882900238037
-16.0,-36.0,1136.0,197.0,-524.0,-73.0,0.0,0.0,1.4258124999999993,32.230625,10196.0,2541.0,1425127565.262106,27.538373947143555
