a,b,c,d,e,f,g,h,i,j,k,l,m,Time
-24.0,-28.0,1152.0,61.0,-517.0,-128.0,0.0,-9.413250000000001,0.0,0.0,10195.0,2541.0,1425127572.93428,0.0
-48.0,-56.0,1160.0,50.0,-495.0,-101.0,0.0,1.5680000000000005,0.0,-0.9883125000000001,10196.0,2542.0,1425127573.161816,0.22753596305847168
-60.0,-52.0,1156.0,54.0,-480.0,-125.0,0.0,4.1055,0.0,4.5241875,10196.0,2542.0,1425127573.389548,0.45526814460754395
-20.0,-4.0,1144.0,42.0,-493.0,-128.0,0.0,-3.14825,0.0,7.464187500000001,10197.0,2543.0,1425127573.617436,0.6831560134887695
-12.0,-8.0,1152.0,49.0,-474.0,-126.0,0.0,-11.968250000000001,0.0,8.6541875,10197.0,2543.0,1425127573.845287,0.9110071659088135
-24.0,-32.0,1144.0,43.0,-484.0,-110.0,0.0,-3.367,0.0,9.6079375,10194.0,2544.0,1425127574.073038,1.1387581825256348
-12.0,32.0,1172.0,39.0,-487.0,-107.0,0.0,-2.2995,0.0,9.6604375,10195.0,2544.0,1425127574.300562,1.3662819862365723
-8.0,0.0,1168.0,45.0,-489.0,-116.0,0.0,0.49175000000000013,0.0,8.8029375,10196.0,2544.0,1425127574.529319,1.5950391292572021
0.0,0.0,1156.0,48.0,-471.0,-125.0,0.0,-2.142,0.0,9.6954375,10195.0,2544.0,1425127574.76259,1.8283100128173828
0.0,-16.0,1124.0,53.0,-493.0,-116.0,0.0,-8.25825,0.0,8.172937500000002,10194.0,2544.0,1425127574.989367,2.055087089538574
-8.0,-40.0,1168.0,60.0,-486.0,-104.0,0.0,-5.747,2.1196875000000004,4.480437500000001,10195.0,2544.0,1425127575.216174,2.2818939685821533
-44.0,-36.0,1192.0,66.0,-480.0,-103.0,0.0,2.2592500000000006,1.8834375000000003,-0.7958125000000003,10196.0,2544.0,1425127575.448785,2.51450514793396
-20.0,-12.0,1132.0,65.0,-486.0,-120.0,0.0,2.13675,0.0,-3.5083125,10196.0,2544.0,1425127575.675998,2.741718053817749
-32.0,-8.0,1164.0,64.0,-483.0,-121.0,0.0,-8.827000000000002,0.0,-4.7858125000000005,10196.0,2544.0,1425127575.903485,2.969205141067505
-36.0,-44.0,1144.0,60.0,-480.0,-115.0,0.0,-11.95075,0.0,-6.474562500000001,10196.0,2545.0,1425127576.130286,3.1960060596466064
-16.0,-80.0,1184.0,57.0,-489.0,-113.0,0.0,-1.547,0.0,-8.880812500000001,10194.0,2545.0,1425127576.357122,3.422842025756836
-8.0,-52.0,1172.0,57.0,-482.0,-125.0,0.0,1.9355000000000002,0.0,-12.127062500000001,10195.0,2545.0,1425127576.584233,3.6499531269073486
-32.0,-40.0,1164.0,44.0,-492.0,-144.0,0.0,0.5880000000000001,0.0,-11.593312500000001,10195.0,2545.0,1425127576.811081,3.876801013946533
-36.0,24.0,1156.0,39.0,-483.0,-146.0,0.0,-8.62575,2.740937500000001,-14.4808125,10194.0,2545.0,1425127577.038305,4.10402512550354
-20.0,-36.0,1132.0,40.0,-480.0,-147.0,0.0,-1.9145,0.0,9.537937500000002,10197.0,2545.0,1425127577.26382,4.329540014266968
-32.0,-28.0,1164.0,24.0,-475.0,-146.0,0.0,1.883,3.344687500000001,-12.3020625,10197.0,2545.0,1425127577.497563,4.5632829666137695
-44.0,0.0,1188.0,21.0,-463.0,-168.0,0.0,2.2242500000000005,0.0,-5.5733125,10194.0,2545.0,1425127577.724788,4.790508031845093
-60.0,-12.0,1136.0,15.0,-472.0,-173.0,0.0,-6.062,0.0,4.3316875,10195.0,2545.0,1425127577.951457,5.017177104949951
-44.0,-32.0,1164.0,7.0,-471.0,-160.0,0.0,-8.100750000000001,0.0,11.392937500000002,10197.0,2545.0,1425127578.178447,5.24416708946228
-8.0,-48.0,1132.0,10.0,-461.0,-153.0,0.0,-2.88575,0.0,16.4154375,10197.0,2545.0,1425127578.405502,5.471222162246704
-20.0,-60.0,1156.0,35.0,-474.0,-166.0,0.0,0.99925,3.379687500000001,20.3179375,10196.0,2545.0,1425127578.632331,5.6980509757995605
-68.0,16.0,1180.0,17.0,-466.0,-148.0,0.0,-2.737,0.0,24.1591875,10197.0,2545.0,1425127578.85917,5.924890041351318
-24.0,16.0,1180.0,21.0,-458.0,-114.0,0.0,1.883,3.344687500000001,-12.1358125,10196.0,2545.0,1425127579.086976,6.152696132659912
-20.0,-12.0,1124.0,42.0,-467.0,-115.0,0.0,-3.28825,0.0,28.2629375,10197.0,2545.0,1425127579.320743,6.386463165283203
-40.0,-40.0,1156.0,67.0,-473.0,-118.0,0.0,1.6555,0.0,24.9991875,10198.0,2546.0,1425127579.547764,6.613484144210815
-12.0,-48.0,1132.0,75.0,-468.0,-118.0,0.0,2.373,0.0,20.1166875,10197.0,2546.0,1425127579.774298,6.840018033981323
-32.0,-36.0,1184.0,74.0,-457.0,-105.0,0.0,-7.488250000000001,0.0,28.1491875,10198.0,2546.0,1425127580.000733,7.066452980041504
-60.0,-32.0,1124.0,69.0,-465.0,-111.0,0.0,-2.9907500000000002,0.0,15.619187500000002,10196.0,2546.0,1425127580.234013,7.2997331619262695
-36.0,-24.0,1136.0,82.0,-468.0,-99.0,0.0,-9.6145,0.0,12.259187500000001,10197.0,2546.0,1425127580.460592,7.5263121128082275
-20.0,-20.0,1192.0,79.0,-472.0,-103.0,0.0,-7.8645000000000005,0.0,8.6716875,10194.0,2546.0,1425127580.687675,7.753395080566406
8.0,-68.0,1172.0,79.0,-460.0,-101.0,0.0,-1.8795,0.0,3.3691875000000002,10196.0,2546.0,1425127580.914711,7.980431079864502
-12.0,-36.0,1124.0,83.0,-468.0,-99.0,0.0,0.0,0.0,-2.3620625,10195.0,2546.0,1425127581.141813,8.207533121109009
