Accel_X,Accel_Y,Accel_Z,Mag_X,Mag_Y,Mag_Z,Mag_o,Gyro_X,Gyro_Y,Gyro_Z,Pressure,Temp,Timestamp,Time,v_X,v_Y,v_Z,X,Y,Z
0.0,-0.35280000000000006,11.328800000000001,41.0,-483.0,2.0,0.0,0.0,0.0,0.0,10302.0,2166.0,1425156008.774966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5488000000000001,-1.1368,11.564000000000002,15.0,-447.0,22.0,0.0,3.8535,0.0,1.9166875000000005,10302.0,2166.0,1425156009.002962,0.2279961109161377,0.0,-0.08043702793121339,2.582922341346741,0.0,0.0,0.0
-0.47040000000000004,-0.392,11.289600000000002,45.0,-463.0,8.0,0.0,2.82975,0.0,3.5966875000000003,10300.0,2166.0,1425156009.229795,0.45482897758483887,-0.12448587722778322,-0.3383006307601929,5.206017611503602,0.0,-0.018245761631947518,0.5858916790703148
0.0,-0.15680000000000002,11.368,14.0,-461.0,16.0,0.0,-3.9427500000000006,0.0,6.134187500000001,10300.0,2167.0,1425156009.456518,0.6815519332885742,-0.23113635559082035,-0.42717602939605714,7.765629092216493,-0.028223806028455332,-0.09494628055433646,1.766215379396112
0.31360000000000005,-0.15680000000000002,11.681600000000001,39.0,-462.0,19.0,0.0,-6.70775,0.0,9.179187500000001,10302.0,2167.0,1425156009.683374,0.9084079265594482,-0.23113635559082035,-0.4627470491409302,10.34452802371979,-0.08065847355702083,-0.19185372300448708,3.52789488048408
0.23520000000000002,-0.6664000000000001,11.760000000000002,42.0,-465.0,34.0,0.0,0.0,0.0,12.696687500000001,10302.0,2167.0,1425156009.91009,1.1351239681243896,-0.1600382049560547,-0.498296124458313,12.992934134864809,-0.1330607931583183,-0.2967659022315762,5.873165325879437
-0.039200000000000006,-0.196,11.368,53.0,-468.0,34.0,0.0,2.25225,0.0,16.170437500000002,10301.0,2167.0,1425156010.136895,1.361928939819336,-0.10669367561340332,-0.6494389575958253,15.660160601997378,-0.1693582537034863,-0.4097819406350453,8.820027384571752
0.392,0.47040000000000004,11.289600000000002,75.0,-465.0,28.0,0.0,1.7185000000000001,0.6212500000000016,19.0754375,10297.0,2167.0,1425156010.363757,1.5887908935546875,-0.1155866641998291,-0.6939039005279541,18.239127292060854,-0.19356298940434882,-0.5571149313870843,12.372722014550256
-0.392,0.15680000000000002,11.054400000000001,73.0,-471.0,34.0,0.0,-4.047750000000001,0.0,21.4729375,10300.0,2167.0,1425156010.59157,1.8166038990020752,-0.02628396606445313,-0.586740662765503,20.811044998359684,-0.21989513476534986,-0.7151952644580227,16.52783241969211
0.27440000000000003,-0.6272000000000001,11.564000000000002,95.0,-470.0,47.0,0.0,-4.69525,0.0,23.826687500000002,10301.0,2167.0,1425156010.818286,2.0433199405670166,-0.11515665435791016,-0.5511915874481201,23.317254808235173,-0.22585413150810993,-0.8482187849454077,21.246030162550092
0.8232,0.07840000000000001,11.485600000000002,117.0,-470.0,39.0,0.0,1.5085000000000002,0.3762500000000024,26.1716875,10300.0,2167.0,1425156011.045307,2.270340919494629,-0.052862097740173336,-0.6935791454315186,25.942525408554083,-0.25199710791047136,-0.9733508387045445,26.539536175020217
0.15680000000000002,-0.4312,10.662400000000002,147.0,-471.0,45.0,0.0,1.4997500000000001,1.1112500000000018,27.8954375,10299.0,2167.0,1425156011.272262,2.497296094894409,0.1339674026489258,-0.6757858596801758,28.5492417711258,-0.26399443457509275,-1.1307622153095847,32.42732657943186
0.5488000000000001,0.27440000000000003,10.5448,169.0,-467.0,34.0,0.0,-4.39775,1.4175000000000022,28.892937500000002,10302.0,2167.0,1425156011.506496,2.731529951095581,0.17069527130126955,-0.7767874984741211,31.046736839485174,-0.23261473324737977,-1.2890541431886962,39.114525571102234
0.47040000000000004,0.35280000000000006,11.0936,188.0,-477.0,37.0,0.0,-3.2777500000000006,0.8662500000000017,29.6716875,10299.0,2167.0,1425156011.73357,2.958604097366333,0.29531356277465826,-0.7144783527374268,33.441188297081,-0.19385425024418962,-1.4654425012385002,46.164436833421036
0.15680000000000002,0.7056000000000001,11.368,210.0,-478.0,41.0,0.0,0.9222500000000001,0.0,31.202937500000004,10298.0,2167.0,1425156011.96143,3.1864640712738037,0.4024988945007325,-0.6340893539428711,35.96897570362091,-0.12656410953583377,-1.6282435200507028,53.78434512622873
0.4312,0.15680000000000002,11.0936,238.0,-479.0,12.0,0.0,6.3035000000000005,0.3937500000000025,32.3929375,10302.0,2167.0,1425156012.188394,3.4134280681610107,0.43808684921264657,-0.47394355773925784,38.54910242023468,-0.03521135169726525,-1.7721589742052037,61.94800761586137
0.07840000000000001,1.0584,11.485600000000002,259.0,-493.0,-12.0,0.0,3.9322500000000002,0.4200000000000017,32.375437500000004,10301.0,2167.0,1425156012.415179,3.6402130126953125,0.5358765172958375,-0.43838367843627934,41.06496388092041,0.06414015010263183,-1.879642237659491,70.69036367008141
0.6272000000000001,0.27440000000000003,11.485600000000002,267.0,-486.0,-23.0,0.0,-6.384,0.7612500000000022,32.3579375,10299.0,2167.0,1425156012.645519,3.8705530166625977,0.5539351736068727,-0.19459181823730473,43.71055703048706,0.18757394922253,-1.9806195358896967,80.14926761332904
0.07840000000000001,-0.23520000000000002,11.289600000000002,322.0,-515.0,-52.0,0.0,-10.59275,1.4700000000000015,30.196687500000003,10300.0,2167.0,1425156012.872491,4.097524881362915,0.6962919271469118,-0.13231073856353764,46.31746507968903,0.31330164849917597,-2.024786403730443,90.07033424962826
