Accel_X,Accel_Y,Accel_Z,Mag_X,Mag_Y,Mag_Z,Mag_o,Gyro_X,Gyro_Y,Gyro_Z,Pressure,Temp,Timestamp,Time,v_X,v_Y,v_Z,X,Y,Z
0,-0.196,11.2504,240,-511,-10,0,0,0,0,10303,2077,1425156971,0,0,0,0,0,0,0
-0.0392,0.392,11.2896,213,-476,15,0,2.599625,0,6.1088125,10299,2078,1425156971,0.226583958,0,-0.044410456,2.549160157,0,0,0
0.5096,-0.0392,11.4856,224,-483,6,0,0,0,7.3775625,10303,2078,1425156971,0.453294992,-0.008887073,0.04446027,5.108637056,0,-0.01006834,0.577922737
-0.1568,-0.0392,11.2112,216,-476,16,0,0,3.236625,10.7813125,10301,2079,1425156971,0.680020094,0.106652039,0.035572646,7.712710881,-0.002014922,1.19E-05,1.736178992
-0.1568,-0.2744,11.2896,228,-490,11,0,0,-1.015875,13.5375625,10302,2079,1425156972,0.907218933,0.071027261,0.026666451,10.25988251,0.022216297,0.008093983,3.488497951
0.588,-0.6272,11.2112,239,-480,4,0,0,-0.937125,17.4488125,10303,2079,1425156972,1.133932114,0.035478634,-0.035543645,12.81938363,0.038319113,0.014139619,5.814548546
0.3136,-0.2744,11.2504,243,-490,11,0,-6.806625,2.982875,21.3425625,10306,2079,1425156972,1.360810041,0.168882856,-0.177841482,15.36295745,0.046368432,0.00607555,8.72298374
0.1568,-0.1176,11.2504,255,-478,16,0,2.468375,2.851625,24.0725625,10301,2079,1425156972,1.587374926,0.239933604,-0.240010886,17.91190303,0.084631357,-0.034217085,12.20369042
0.0784,-0.1176,11.2896,272,-467,-13,0,5.303375,0,27.0300625,10304,2079,1425156973,1.81411314,0.275486156,-0.2666753,20.46279864,0.139033474,-0.088636724,16.26500333
0.2744,-0.0392,11.2112,282,-489,-37,0,0,0,29.1038125,10302,2079,1425156973,2.040830135,0.293260768,-0.293337218,23.02234282,0.201490867,-0.149096547,20.90426755
-0.1176,-0.0784,11.6424,288,-486,-49,0,-5.240375,0,31.0813125,10302,2079,1425156973,2.267635107,0.355496052,-0.302227973,25.56509872,0.268003868,-0.215626886,26.12584936
-0.0784,-0.4312,11.6424,298,-486,-51,0,-6.036625,0.944125,32.1488125,10302,2079,1425156973,2.494447947,0.328822862,-0.3200101,28.20574453,0.348634937,-0.284176071,31.92434199
0.392,-0.4704,11.172,308,-488,-59,0,3.045875,0,33.9163125,10302,2079,1425156973,2.72321701,0.310887368,-0.41865532,30.86916548,0.423859435,-0.357384482,38.37694377
0.196,-0.98,11.6032,322,-491,-90,0,5.495875,0,34.8175625,10304,2079,1425156974,2.951112986,0.40022259,-0.525857587,33.41521931,0.494709415,-0.452794345,45.41190233
-0.1568,-0.0784,11.4856,332,-476,-127,0,2.555875,0,35.8063125,10301,2079,1425156974,3.179022074,0.444892771,-0.749208493,36.05969404,0.585923781,-0.572642068,53.0275345
0.4704,0.0784,11.172,366,-524,-174,0,0,-0.543375,36.7075625,10302,2079,1425156974,3.408056021,0.408980248,-0.767164755,38.69028634,0.687819328,-0.744236246,61.28642855
0.1176,-0.3528,11.368,365,-522,-193,0,-7.690375,3.245375,35.2025625,10301,2079,1425156974,3.635033131,0.515750281,-0.749369749,41.22607462,0.780648483,-0.918365085,70.06823793
0,-0.7056,11.3288,370,-501,-181,0,-6.754125,0,31.7900625,10301,2079,1425156975,3.861912012,0.542431237,-0.829412619,43.80523374,0.89766133,-1.088381256,79.42156362
0.1568,-0.6664,11.0544,369,-494,-207,0,3.850875,-3.299625,27.5375625,10303,2079,1425156975,4.08880806,0.542431237,-0.98951047,46.37569368,1.020736834,-1.276571701,89.36079802
-0.0392,-0.1176,11.368,347,-518,-255,0,4.743375,-3.264625,22.6113125,10300,2079,1425156975,4.318982124,0.578522531,-1.142898467,48.92012986,1.145590436,-1.504331348,100.0352799
0.0392,-0.3136,11.3288,344,-514,-280,0,6.152125,-0.622125,20.2050625,10303,2079,1425156975,4.546514034,0.56960328,-1.169656219,51.50671262,1.277222773,-1.764377219,111.1661705
0.0392,-0.0784,11.3288,339,-511,-298,0,1.619625,-0.665875,18.0088125,10302,2079,1425156976,4.773766041,0.578511559,-1.240922449,54.08120515,1.406666261,-2.030183941,122.8711743
0.0392,-0.196,11.368,337,-514,-307,0,-6.561625,0,16.9413125,10303,2080,1425156976,5.001063108,0.587421604,-1.258742539,56.65620817,1.538160242,-2.312241975,135.1636737
0.0784,-0.2744,11.3288,330,-511,-299,0,-6.377875,0,16.1975625,10304,2079,1425156976,5.228397131,0.596333097,-1.303300007,59.24054134,1.671701158,-2.59839698,148.0435574
0.0784,-0.4312,11.4072,325,-511,-314,0,0,0,15.4013125,10301,2079,1425156976,5.455595016,0.614145411,-1.365643107,61.81442074,1.807186777,-2.894503986,161.5028831
0.1176,-0.2352,11.3288,320,-512,-323,0,4.384625,3.017875,14.8588125,10304,2079,1425156976,5.683094978,0.631981409,-1.46374109,64.40955831,1.946904834,-3.20518774,175.5656614
0.1176,-0.1176,11.2504,318,-508,-340,0,2.249625,2.387875,14.0450625,10302,2079,1425156977,5.910243988,0.658694132,-1.517166537,66.98288401,2.090458785,-3.537675079,190.1962288
0,-0.1568,11.2896,315,-509,-343,0,0,2.615375,13.3450625,10301,2080,1425156977,6.137458086,0.68541451,-1.543886915,69.53913349,2.240123378,-3.882396706,205.4156844
