a,b,c,d,e,f,g,h,i,j,k,l,m,Time
-36.0,-20.0,1132.0,179.0,-445.0,28.0,0.0,-0.38106250000000014,3.556,11.371937500000001,10111.0,2339.0,1425134842.430609,13.002575874328613
-16.0,-4.0,1116.0,185.0,-458.0,26.0,0.0,0.1614374999999999,-0.5652500000000007,4.459437500000001,10120.0,2339.0,1425134842.657335,13.229301929473877
-4.0,-92.0,1116.0,182.0,-465.0,5.0,0.0,1.4826875,0.0,0.0,10120.0,2339.0,1425134842.886014,13.457980871200562
-32.0,-28.0,1108.0,184.0,-450.0,18.0,0.0,-0.41606250000000017,1.5172499999999998,-8.831812500000002,10117.0,2339.0,1425134843.112706,13.684672832489014
4.0,-44.0,1148.0,178.0,-455.0,23.0,0.0,-4.764812500000001,0.5984999999999996,-10.721812500000002,10115.0,2339.0,1425134843.339469,13.911435842514038
-16.0,-104.0,1164.0,173.0,-448.0,21.0,0.0,0.0,3.77475,-10.686812500000002,10109.0,2339.0,1425134843.566228,14.138194799423218
-36.0,-32.0,1124.0,178.0,-456.0,22.0,0.0,0.0,3.2672499999999998,-9.6193125,10108.0,2339.0,1425134843.793121,14.365087985992432
-56.0,-4.0,1156.0,160.0,-452.0,26.0,0.0,1.1414374999999999,-0.5214999999999996,-11.929312500000002,10109.0,2339.0,1425134844.019948,14.591914892196655
-52.0,-24.0,1148.0,157.0,-447.0,21.0,0.0,0.0,0.5197500000000002,-14.4930625,10109.0,2339.0,1425134844.24679,14.818756818771362
-8.0,-92.0,1128.0,148.0,-455.0,27.0,0.0,-0.17981250000000015,0.6334999999999997,-17.756812500000002,10110.0,2339.0,1425134844.474151,15.046117782592773
-40.0,0.0,1152.0,134.0,-457.0,29.0,0.0,-5.0973125,0.0,-17.4855625,10110.0,2339.0,1425134844.70068,15.2726469039917
-20.0,-32.0,1180.0,121.0,-451.0,26.0,0.0,0.17893749999999986,2.926,-16.3130625,10109.0,2339.0,1425134844.927495,15.499461889266968
-32.0,-32.0,1140.0,113.0,-444.0,23.0,0.0,-0.18856250000000008,3.1710000000000003,-15.901812500000002,10110.0,2338.0,1425134845.154403,15.726369857788086
-24.0,20.0,1100.0,98.0,-450.0,28.0,0.0,0.45018749999999985,-0.9152500000000003,23.289437500000002,10108.0,2338.0,1425134845.380164,15.952130794525146
-40.0,-12.0,1200.0,79.0,-427.0,30.0,0.0,0.6426875,-1.7377500000000001,-16.2168125,10109.0,2338.0,1425134845.613554,16.185520887374878
44.0,-56.0,1128.0,55.0,-436.0,20.0,0.0,1.3164375000000001,1.6310000000000002,-9.636812500000001,10110.0,2338.0,1425134845.840506,16.41247296333313
-12.0,-60.0,1176.0,55.0,-419.0,20.0,0.0,-3.6973125000000002,2.9960000000000004,-0.3180624999999999,10110.0,2338.0,1425134846.067422,16.63938879966736
-32.0,-28.0,1132.0,51.0,-425.0,24.0,0.0,-4.782312500000001,1.4997499999999997,3.2081875,10106.0,2338.0,1425134846.2944,16.866366863250732
-24.0,-76.0,1192.0,58.0,-428.0,25.0,0.0,-5.018562500000001,0.0,9.114437500000001,10109.0,2338.0,1425134846.52132,17.093286991119385
-48.0,-40.0,1152.0,66.0,-434.0,42.0,0.0,-0.3898125000000001,-0.5652500000000007,12.903187500000001,10111.0,2338.0,1425134846.748222,17.320188999176025
-4.0,-32.0,1112.0,72.0,-430.0,36.0,0.0,1.1414374999999999,0.8347499999999997,15.3181875,10111.0,2338.0,1425134846.975014,17.54698085784912
8.0,-36.0,1168.0,78.0,-437.0,35.0,0.0,0.15268749999999986,1.4472500000000004,18.503187500000003,10125.0,2338.0,1425134847.202025,17.77399182319641
-8.0,-40.0,1104.0,110.0,-432.0,36.0,0.0,0.8526874999999999,3.30225,20.331937500000002,10122.0,2338.0,1425134847.429083,18.001049995422363
-24.0,-52.0,1188.0,121.0,-441.0,34.0,0.0,0.9751875,0.7297500000000001,23.569437500000003,10123.0,2338.0,1425134847.655952,18.22791886329651
-36.0,-20.0,1136.0,137.0,-436.0,32.0,0.0,0.6426875,-1.7377500000000001,-16.1643125,10124.0,2338.0,1425134847.883475,18.45544195175171
-60.0,-16.0,1156.0,172.0,-430.0,28.0,0.0,0.0,-2.7352500000000006,24.549437500000003,10125.0,2338.0,1425134848.116905,18.68887186050415
-16.0,8.0,1100.0,197.0,-454.0,32.0,0.0,0.1876874999999999,2.65475,20.4106875,10121.0,2338.0,1425134848.343432,18.915398836135864
-32.0,-104.0,1140.0,212.0,-454.0,17.0,0.0,0.8701875,0.0,13.848187500000002,10125.0,2338.0,1425134848.57046,19.14242696762085
-48.0,-64.0,1200.0,219.0,-450.0,12.0,0.0,0.17018749999999994,1.4559999999999995,6.611937500000001,10124.0,2338.0,1425134848.79958,19.371546983718872
-36.0,-40.0,1132.0,216.0,-459.0,8.0,0.0,0.0,0.41474999999999973,2.0356875000000008,10116.0,2338.0,1425134849.02622,19.59818696975708
-56.0,-16.0,1132.0,220.0,-453.0,13.0,0.0,0.0,0.0,-5.778062500000001,10115.0,2338.0,1425134849.252786,19.824752807617188
-36.0,-32.0,1100.0,217.0,-449.0,15.0,0.0,-4.143562500000001,0.0,-7.3618125,10114.0,2338.0,1425134849.479574,20.051540851593018
-16.0,-116.0,1172.0,210.0,-447.0,17.0,0.0,0.8264375,-0.5039999999999996,-6.9855625,10108.0,2338.0,1425134849.706449,20.27841591835022
-16.0,-16.0,1092.0,208.0,-457.0,21.0,0.0,1.3076875000000001,0.44974999999999987,-9.1818125,10121.0,2338.0,1425134849.933338,20.50530481338501
-48.0,-56.0,1172.0,199.0,-449.0,11.0,0.0,0.24893749999999992,3.591,-12.1655625,10116.0,2338.0,1425134850.160113,20.73207998275757
-92.0,-36.0,1224.0,190.0,-457.0,21.0,0.0,-0.5210625000000002,-0.5039999999999996,-14.2830625,10118.0,2338.0,1425134850.386992,20.958958864212036
-24.0,-44.0,1120.0,189.0,-455.0,22.0,0.0,-0.5735625000000002,0.0,-17.6168125,10116.0,2338.0,1425134850.614648,21.186614990234375
8.0,-84.0,1180.0,176.0,-436.0,43.0,0.0,-0.6698125000000001,0.0,-16.1730625,10116.0,2338.0,1425134850.842248,21.414214849472046
-44.0,-8.0,1140.0,163.0,-448.0,24.0,0.0,0.2401874999999999,3.7835,-16.3218125,10116.0,2338.0,1425134851.069334,21.641300916671753
-8.0,-84.0,1148.0,148.0,-442.0,25.0,0.0,-0.5560625000000001,3.79225,-19.401812500000002,10115.0,2338.0,1425134851.296256,21.868222951889038
12.0,-60.0,1112.0,135.0,-447.0,26.0,0.0,0.3276875,0.0,-19.209312500000003,10116.0,2338.0,1425134851.523157,22.095123767852783
4.0,-28.0,1124.0,124.0,-445.0,31.0,0.0,0.3014374999999999,3.5997500000000002,-22.079312500000004,10115.0,2338.0,1425134851.749987,22.321953773498535
-32.0,-28.0,1108.0,108.0,-447.0,28.0,0.0,-0.3635625000000001,-2.4290000000000003,24.706937500000002,10112.0,2338.0,1425134851.977718,22.54968500137329
